Source,Source_label,Target,Target_label,Trade.Flow,Weight,Year
381,Italy,540,New Caledonia,Export,377,2015
344,"China, Hong Kong SAR",450,Madagascar,Export,376,2015
203,Czech Rep.,364,Iran,Export,375,2015
705,Slovenia,428,Latvia,Export,375,2015
208,Denmark,862,Venezuela,Export,375,2015
792,Turkey,218,Ecuador,Export,374,2015
554,New Zealand,780,Trinidad and Tobago,Export,374,2015
440,Lithuania,376,Israel,Export,374,2015
458,Malaysia,430,Liberia,Export,374,2015
752,Sweden,591,Panama,Export,373,2015
300,Greece,504,Morocco,Export,371,2015
752,Sweden,320,Guatemala,Export,370,2015
579,Norway,703,Slovakia,Export,370,2015
724,Spain,516,Namibia,Export,370,2015
703,Slovakia,554,New Zealand,Export,370,2015
826,United Kingdom,466,Mali,Export,369,2015
458,Malaysia,729,Sudan,Export,369,2015
826,United Kingdom,70,Bosnia Herzegovina,Export,369,2015
276,Germany,462,Maldives,Export,368,2015
458,Malaysia,760,Syria,Export,368,2015
36,Australia,258,French Polynesia,Export,368,2015
246,Finland,634,Qatar,Export,367,2015
705,Slovenia,710,South Africa,Export,366,2015
792,Turkey,442,Luxembourg,Export,366,2015
152,Chile,620,Portugal,Export,366,2015
642,Romania,470,Malta,Export,366,2015
705,Slovenia,344,"China, Hong Kong SAR",Export,366,2015
554,New Zealand,548,Vanuatu,Export,365,2015
826,United Kingdom,328,Guyana,Export,365,2015
842,USA,524,Nepal,Export,365,2015
842,USA,716,Zimbabwe,Export,365,2015
458,Malaysia,428,Latvia,Export,364,2015
440,Lithuania,292,Gibraltar,Export,364,2015
442,Luxembourg,300,Greece,Export,363,2015
372,Ireland,191,Croatia,Export,363,2015
826,United Kingdom,68,Bolivia (Plurinational State of),Export,362,2015
616,Poland,800,Uganda,Export,362,2015
458,Malaysia,324,Guinea,Export,362,2015
392,Japan,266,Gabon,Export,361,2015
703,Slovakia,152,Chile,Export,361,2015
616,Poland,288,Ghana,Export,361,2015
100,Bulgaria,764,Thailand,Export,361,2015
276,Germany,598,Papua New Guinea,Export,360,2015
842,USA,454,Malawi,Export,360,2015
203,Czech Rep.,192,Cuba,Export,360,2015
554,New Zealand,591,Panama,Export,359,2015
392,Japan,192,Cuba,Export,359,2015
251,France,108,Burundi,Export,358,2015
124,Canada,48,Bahrain,Export,357,2015
276,Germany,562,Niger,Export,356,2015
458,Malaysia,398,Kazakhstan,Export,356,2015
724,Spain,760,Syria,Export,356,2015
604,Peru,554,New Zealand,Export,355,2015
36,Australia,96,Brunei Darussalam,Export,354,2015
381,Italy,336,Holy See (Vatican City State),Export,354,2015
246,Finland,31,Azerbaijan,Export,354,2015
792,Turkey,780,Trinidad and Tobago,Export,353,2015
348,Hungary,400,Jordan,Export,353,2015
842,USA,462,Maldives,Export,352,2015
208,Denmark,470,Malta,Export,352,2015
826,United Kingdom,60,Bermuda,Export,351,2015
458,Malaysia,218,Ecuador,Export,351,2015
191,Croatia,784,United Arab Emirates,Export,350,2015
300,Greece,442,Luxembourg,Export,350,2015
757,Switzerland,690,Seychelles,Export,350,2015
705,Slovenia,233,Estonia,Export,350,2015
203,Czech Rep.,470,Malta,Export,349,2015
208,Denmark,434,Libya,Export,348,2015
724,Spain,729,Sudan,Export,348,2015
124,Canada,508,Mozambique,Export,348,2015
276,Germany,332,Haiti,Export,347,2015
458,Malaysia,120,Cameroon,Export,347,2015
36,Australia,116,Cambodia,Export,347,2015
604,Peru,858,Uruguay,Export,347,2015
203,Czech Rep.,400,Jordan,Export,346,2015
604,Peru,360,Indonesia,Export,346,2015
616,Poland,729,Sudan,Export,345,2015
124,Canada,558,Nicaragua,Export,345,2015
757,Switzerland,51,Armenia,Export,345,2015
208,Denmark,116,Cambodia,Export,344,2015
442,Luxembourg,705,Slovenia,Export,343,2015
792,Turkey,480,Mauritius,Export,343,2015
381,Italy,84,Belize,Export,343,2015
344,"China, Hong Kong SAR",31,Azerbaijan,Export,342,2015
152,Chile,558,Nicaragua,Export,342,2015
233,Estonia,642,Romania,Export,341,2015
392,Japan,191,Croatia,Export,341,2015
752,Sweden,70,Bosnia Herzegovina,Export,341,2015
842,USA,140,Central African Rep.,Export,339,2015
620,Portugal,48,Bahrain,Export,338,2015
757,Switzerland,8,Albania,Export,337,2015
440,Lithuania,795,Turkmenistan,Export,337,2015
208,Denmark,398,Kazakhstan,Export,337,2015
196,Cyprus,276,Germany,Export,336,2015
392,Japan,768,Togo,Export,336,2015
554,New Zealand,434,Libya,Export,336,2015
352,Iceland,304,Greenland,Export,336,2015
100,Bulgaria,368,Iraq,Export,335,2015
458,Malaysia,320,Guatemala,Export,335,2015
251,France,894,Zambia,Export,334,2015
604,Peru,579,Norway,Export,334,2015
344,"China, Hong Kong SAR",191,Croatia,Export,333,2015
724,Spain,450,Madagascar,Export,333,2015
196,Cyprus,842,USA,Export,333,2015
579,Norway,591,Panama,Export,332,2015
344,"China, Hong Kong SAR",268,Georgia,Export,332,2015
100,Bulgaria,372,Ireland,Export,332,2015
233,Estonia,76,Brazil,Export,331,2015
124,Canada,60,Bermuda,Export,329,2015
724,Spain,834,United Rep. of Tanzania,Export,329,2015
344,"China, Hong Kong SAR",894,Zambia,Export,329,2015
246,Finland,218,Ecuador,Export,329,2015
724,Spain,144,Sri Lanka,Export,327,2015
604,Peru,792,Turkey,Export,326,2015
440,Lithuania,768,Togo,Export,326,2015
344,"China, Hong Kong SAR",580,N. Mariana Isds,Export,326,2015
703,Slovakia,499,Montenegro,Export,326,2015
124,Canada,894,Zambia,Export,325,2015
344,"China, Hong Kong SAR",716,Zimbabwe,Export,324,2015
484,Mexico,512,Oman,Export,324,2015
203,Czech Rep.,8,Albania,Export,323,2015
348,Hungary,634,Qatar,Export,323,2015
392,Japan,72,Botswana,Export,323,2015
251,France,558,Nicaragua,Export,323,2015
703,Slovakia,268,Georgia,Export,322,2015
826,United Kingdom,72,Botswana,Export,322,2015
620,Portugal,400,Jordan,Export,322,2015
792,Turkey,180,Dem. Rep. of the Congo,Export,321,2015
826,United Kingdom,654,Saint Helena,Export,321,2015
233,Estonia,12,Algeria,Export,321,2015
620,Portugal,858,Uruguay,Export,321,2015
100,Bulgaria,484,Mexico,Export,321,2015
348,Hungary,604,Peru,Export,320,2015
372,Ireland,231,Ethiopia,Export,320,2015
381,Italy,584,Marshall Isds,Export,320,2015
826,United Kingdom,324,Guinea,Export,320,2015
381,Italy,450,Madagascar,Export,320,2015
458,Malaysia,270,Gambia,Export,319,2015
100,Bulgaria,112,Belarus,Export,318,2015
344,"China, Hong Kong SAR",462,Maldives,Export,318,2015
100,Bulgaria,458,Malaysia,Export,317,2015
458,Malaysia,340,Honduras,Export,317,2015
300,Greece,404,Kenya,Export,317,2015
842,USA,417,Kyrgyzstan,Export,316,2015
620,Portugal,324,Guinea,Export,316,2015
191,Croatia,368,Iraq,Export,316,2015
276,Germany,694,Sierra Leone,Export,315,2015
458,Malaysia,858,Uruguay,Export,315,2015
100,Bulgaria,36,Australia,Export,313,2015
276,Germany,740,Suriname,Export,313,2015
124,Canada,340,Honduras,Export,313,2015
792,Turkey,562,Niger,Export,313,2015
191,Croatia,124,Canada,Export,313,2015
458,Malaysia,268,Georgia,Export,313,2015
440,Lithuania,36,Australia,Export,313,2015
352,Iceland,234,Faeroe Isds,Export,311,2015
344,"China, Hong Kong SAR",496,Mongolia,Export,311,2015
842,USA,807,TFYR of Macedonia,Export,309,2015
579,Norway,705,Slovenia,Export,309,2015
246,Finland,414,Kuwait,Export,309,2015
842,USA,8,Albania,Export,308,2015
392,Japan,296,Kiribati,Export,308,2015
792,Turkey,104,Myanmar,Export,307,2015
276,Germany,226,Equatorial Guinea,Export,307,2015
152,Chile,566,Nigeria,Export,307,2015
152,Chile,268,Georgia,Export,307,2015
440,Lithuania,404,Kenya,Export,306,2015
620,Portugal,470,Malta,Export,305,2015
826,United Kingdom,533,Aruba,Export,305,2015
724,Spain,780,Trinidad and Tobago,Export,304,2015
792,Turkey,466,Mali,Export,304,2015
826,United Kingdom,860,Uzbekistan,Export,304,2015
752,Sweden,234,Faeroe Isds,Export,304,2015
392,Japan,454,Malawi,Export,303,2015
792,Turkey,646,Rwanda,Export,303,2015
442,Luxembourg,702,Singapore,Export,302,2015
276,Germany,258,French Polynesia,Export,301,2015
100,Bulgaria,400,Jordan,Export,301,2015
222,El Salvador,490,"Other Asia, nes",Export,301,2015
705,Slovenia,364,Iran,Export,300,2015
458,Malaysia,716,Zimbabwe,Export,300,2015
100,Bulgaria,231,Ethiopia,Export,300,2015
246,Finland,288,Ghana,Export,299,2015
484,Mexico,504,Morocco,Export,299,2015
208,Denmark,404,Kenya,Export,299,2015
458,Malaysia,266,Gabon,Export,298,2015
458,Malaysia,626,Timor-Leste,Export,298,2015
642,Romania,152,Chile,Export,297,2015
579,Norway,120,Cameroon,Export,296,2015
372,Ireland,320,Guatemala,Export,296,2015
233,Estonia,795,Turkmenistan,Export,296,2015
246,Finland,834,United Rep. of Tanzania,Export,296,2015
348,Hungary,368,Iraq,Export,296,2015
208,Denmark,44,Bahamas,Export,295,2015
752,Sweden,192,Cuba,Export,295,2015
246,Finland,566,Nigeria,Export,295,2015
320,Guatemala,388,Jamaica,Export,295,2015
642,Romania,50,Bangladesh,Export,295,2015
381,Italy,478,Mauritania,Export,294,2015
442,Luxembourg,12,Algeria,Export,294,2015
724,Spain,332,Haiti,Export,294,2015
757,Switzerland,320,Guatemala,Export,294,2015
246,Finland,688,Serbia,Export,293,2015
620,Portugal,446,"China, Macao SAR",Export,293,2015
352,Iceland,152,Chile,Export,293,2015
620,Portugal,705,Slovenia,Export,292,2015
208,Denmark,288,Ghana,Export,291,2015
826,United Kingdom,270,Gambia,Export,291,2015
752,Sweden,214,Dominican Rep.,Export,291,2015
604,Peru,458,Malaysia,Export,291,2015
440,Lithuania,300,Greece,Export,290,2015
826,United Kingdom,136,Cayman Isds,Export,290,2015
554,New Zealand,388,Jamaica,Export,290,2015
792,Turkey,894,Zambia,Export,289,2015
757,Switzerland,352,Iceland,Export,289,2015
100,Bulgaria,608,Philippines,Export,289,2015
208,Denmark,92,Br. Virgin Isds,Export,289,2015
591,Panama,490,"Other Asia, nes",Export,289,2015
381,Italy,496,Mongolia,Export,289,2015
579,Norway,170,Colombia,Export,288,2015
36,Australia,524,Nepal,Export,288,2015
100,Bulgaria,490,"Other Asia, nes",Export,288,2015
222,El Salvador,862,Venezuela,Export,288,2015
36,Australia,368,Iraq,Export,287,2015
458,Malaysia,780,Trinidad and Tobago,Export,287,2015
591,Panama,528,Netherlands,Export,287,2015
620,Portugal,268,Georgia,Export,286,2015
251,France,222,El Salvador,Export,286,2015
842,USA,748,Swaziland,Export,286,2015
344,"China, Hong Kong SAR",196,Cyprus,Export,286,2015
458,Malaysia,90,Solomon Isds,Export,285,2015
458,Malaysia,188,Costa Rica,Export,285,2015
642,Romania,112,Belarus,Export,285,2015
348,Hungary,364,Iran,Export,284,2015
196,Cyprus,12,Algeria,Export,284,2015
124,Canada,8,Albania,Export,284,2015
100,Bulgaria,428,Latvia,Export,283,2015
616,Poland,104,Myanmar,Export,283,2015
484,Mexico,300,Greece,Export,283,2015
458,Malaysia,214,Dominican Rep.,Export,283,2015
344,"China, Hong Kong SAR",780,Trinidad and Tobago,Export,283,2015
36,Australia,388,Jamaica,Export,283,2015
579,Norway,508,Mozambique,Export,282,2015
724,Spain,498,Rep. of Moldova,Export,282,2015
344,"China, Hong Kong SAR",899,"Areas, nes",Export,282,2015
246,Finland,422,Lebanon,Export,281,2015
554,New Zealand,579,Norway,Export,281,2015
757,Switzerland,480,Mauritius,Export,281,2015
392,Japan,716,Zimbabwe,Export,280,2015
203,Czech Rep.,466,Mali,Export,280,2015
579,Norway,50,Bangladesh,Export,279,2015
440,Lithuania,710,South Africa,Export,279,2015
100,Bulgaria,292,Gibraltar,Export,278,2015
620,Portugal,288,Ghana,Export,278,2015
100,Bulgaria,76,Brazil,Export,277,2015
826,United Kingdom,540,New Caledonia,Export,276,2015
124,Canada,854,Burkina Faso,Export,276,2015
752,Sweden,104,Myanmar,Export,276,2015
842,USA,70,Bosnia Herzegovina,Export,275,2015
616,Poland,24,Angola,Export,275,2015
191,Croatia,112,Belarus,Export,274,2015
372,Ireland,233,Estonia,Export,274,2015
152,Chile,642,Romania,Export,274,2015
604,Peru,620,Portugal,Export,273,2015
124,Canada,204,Benin,Export,273,2015
752,Sweden,516,Namibia,Export,273,2015
826,United Kingdom,4,Afghanistan,Export,273,2015
36,Australia,705,Slovenia,Export,272,2015
208,Denmark,144,Sri Lanka,Export,272,2015
703,Slovakia,498,Rep. of Moldova,Export,272,2015
196,Cyprus,757,Switzerland,Export,271,2015
620,Portugal,120,Cameroon,Export,271,2015
191,Croatia,292,Gibraltar,Export,271,2015
246,Finland,191,Croatia,Export,270,2015
642,Romania,674,San Marino,Export,270,2015
222,El Salvador,276,Germany,Export,270,2015
276,Germany,531,Cura神ao,Export,270,2015
458,Malaysia,31,Azerbaijan,Export,270,2015
616,Poland,670,Saint Vincent and the Grenadines,Export,269,2015
36,Australia,462,Maldives,Export,269,2015
705,Slovenia,764,Thailand,Export,269,2015
392,Japan,795,Turkmenistan,Export,268,2015
124,Canada,686,Senegal,Export,267,2015
36,Australia,246,Finland,Export,267,2015
100,Bulgaria,50,Bangladesh,Export,267,2015
484,Mexico,368,Iraq,Export,267,2015
191,Croatia,372,Ireland,Export,266,2015
251,France,52,Barbados,Export,266,2015
826,United Kingdom,478,Mauritania,Export,266,2015
826,United Kingdom,222,El Salvador,Export,266,2015
300,Greece,428,Latvia,Export,266,2015
100,Bulgaria,398,Kazakhstan,Export,265,2015
233,Estonia,764,Thailand,Export,265,2015
724,Spain,694,Sierra Leone,Export,265,2015
591,Panama,838,Free Zones,Export,265,2015
320,Guatemala,180,Dem. Rep. of the Congo,Export,264,2015
372,Ireland,591,Panama,Export,264,2015
442,Luxembourg,818,Egypt,Export,264,2015
320,Guatemala,788,Tunisia,Export,263,2015
724,Spain,275,State of Palestine,Export,263,2015
458,Malaysia,442,Luxembourg,Export,263,2015
196,Cyprus,705,Slovenia,Export,263,2015
752,Sweden,188,Costa Rica,Export,263,2015
826,United Kingdom,690,Seychelles,Export,262,2015
100,Bulgaria,760,Syria,Export,262,2015
620,Portugal,764,Thailand,Export,262,2015
826,United Kingdom,462,Maldives,Export,262,2015
300,Greece,364,Iran,Export,262,2015
703,Slovakia,458,Malaysia,Export,262,2015
440,Lithuania,417,Kyrgyzstan,Export,262,2015
826,United Kingdom,104,Myanmar,Export,262,2015
703,Slovakia,32,Argentina,Export,262,2015
757,Switzerland,686,Senegal,Export,261,2015
442,Luxembourg,704,Viet Nam,Export,261,2015
372,Ireland,466,Mali,Export,260,2015
392,Japan,120,Cameroon,Export,260,2015
705,Slovenia,702,Singapore,Export,260,2015
381,Italy,462,Maldives,Export,260,2015
458,Malaysia,446,"China, Macao SAR",Export,260,2015
705,Slovenia,196,Cyprus,Export,260,2015
554,New Zealand,616,Poland,Export,260,2015
246,Finland,740,Suriname,Export,260,2015
124,Canada,231,Ethiopia,Export,260,2015
392,Japan,52,Barbados,Export,259,2015
392,Japan,516,Namibia,Export,258,2015
642,Romania,458,Malaysia,Export,258,2015
208,Denmark,292,Gibraltar,Export,258,2015
251,France,340,Honduras,Export,258,2015
842,USA,585,Palau,Export,257,2015
579,Norway,191,Croatia,Export,257,2015
442,Luxembourg,490,"Other Asia, nes",Export,257,2015
246,Finland,178,Congo,Export,256,2015
554,New Zealand,634,Qatar,Export,256,2015
757,Switzerland,214,Dominican Rep.,Export,255,2015
620,Portugal,414,Kuwait,Export,255,2015
222,El Salvador,528,Netherlands,Export,255,2015
642,Romania,428,Latvia,Export,254,2015
616,Poland,674,San Marino,Export,254,2015
100,Bulgaria,568,"Other Europe, nes",Export,253,2015
757,Switzerland,288,Ghana,Export,253,2015
251,France,716,Zimbabwe,Export,253,2015
826,United Kingdom,116,Cambodia,Export,253,2015
442,Luxembourg,100,Bulgaria,Export,252,2015
579,Norway,422,Lebanon,Export,252,2015
724,Spain,584,Marshall Isds,Export,252,2015
392,Japan,4,Afghanistan,Export,251,2015
752,Sweden,222,El Salvador,Export,251,2015
203,Czech Rep.,686,Senegal,Export,251,2015
620,Portugal,586,Pakistan,Export,251,2015
752,Sweden,48,Bahrain,Export,250,2015
344,"China, Hong Kong SAR",854,Burkina Faso,Export,250,2015
757,Switzerland,275,State of Palestine,Export,249,2015
616,Poland,834,United Rep. of Tanzania,Export,249,2015
642,Romania,32,Argentina,Export,248,2015
642,Romania,499,Montenegro,Export,248,2015
724,Spain,540,New Caledonia,Export,248,2015
203,Czech Rep.,48,Bahrain,Export,248,2015
381,Italy,706,Somalia,Export,248,2015
642,Romania,231,Ethiopia,Export,248,2015
251,France,4,Afghanistan,Export,248,2015
124,Canada,266,Gabon,Export,247,2015
604,Peru,120,Cameroon,Export,247,2015
591,Panama,704,Viet Nam,Export,247,2015
246,Finland,470,Malta,Export,247,2015
381,Italy,388,Jamaica,Export,247,2015
724,Spain,104,Myanmar,Export,247,2015
246,Finland,894,Zambia,Export,246,2015
203,Czech Rep.,858,Uruguay,Export,246,2015
124,Canada,646,Rwanda,Export,246,2015
300,Greece,238,Falkland Isds (Malvinas),Export,246,2015
842,USA,418,Lao People's Dem. Rep.,Export,246,2015
246,Finland,686,Senegal,Export,246,2015
124,Canada,598,Papua New Guinea,Export,245,2015
233,Estonia,44,Bahamas,Export,245,2015
724,Spain,499,Montenegro,Export,245,2015
604,Peru,512,Oman,Export,244,2015
616,Poland,417,Kyrgyzstan,Export,244,2015
36,Australia,882,Samoa,Export,244,2015
440,Lithuania,352,Iceland,Export,244,2015
752,Sweden,120,Cameroon,Export,243,2015
792,Turkey,320,Guatemala,Export,243,2015
251,France,646,Rwanda,Export,243,2015
344,"China, Hong Kong SAR",70,Bosnia Herzegovina,Export,242,2015
703,Slovakia,704,Viet Nam,Export,242,2015
348,Hungary,231,Ethiopia,Export,242,2015
251,France,533,Aruba,Export,242,2015
222,El Salvador,381,Italy,Export,242,2015
554,New Zealand,558,Nicaragua,Export,240,2015
757,Switzerland,498,Rep. of Moldova,Export,240,2015
440,Lithuania,762,Tajikistan,Export,240,2015
344,"China, Hong Kong SAR",562,Niger,Export,240,2015
100,Bulgaria,31,Azerbaijan,Export,240,2015
554,New Zealand,16,American Samoa,Export,240,2015
554,New Zealand,300,Greece,Export,240,2015
246,Finland,442,Luxembourg,Export,240,2015
372,Ireland,862,Venezuela,Export,239,2015
300,Greece,414,Kuwait,Export,239,2015
381,Italy,516,Namibia,Export,239,2015
251,France,275,State of Palestine,Export,239,2015
579,Norway,858,Uruguay,Export,238,2015
752,Sweden,196,Cyprus,Export,238,2015
381,Italy,558,Nicaragua,Export,237,2015
191,Croatia,440,Lithuania,Export,236,2015
757,Switzerland,600,Paraguay,Export,236,2015
554,New Zealand,620,Portugal,Export,236,2015
703,Slovakia,170,Colombia,Export,235,2015
36,Australia,862,Venezuela,Export,235,2015
705,Slovenia,490,"Other Asia, nes",Export,235,2015
826,United Kingdom,8,Albania,Export,234,2015
705,Slovenia,32,Argentina,Export,234,2015
246,Finland,404,Kenya,Export,234,2015
233,Estonia,352,Iceland,Export,234,2015
826,United Kingdom,598,Papua New Guinea,Export,234,2015
191,Croatia,634,Qatar,Export,233,2015
348,Hungary,586,Pakistan,Export,233,2015
757,Switzerland,104,Myanmar,Export,233,2015
352,Iceland,704,Viet Nam,Export,233,2015
203,Czech Rep.,51,Armenia,Export,233,2015
616,Poland,50,Bangladesh,Export,232,2015
705,Slovenia,442,Luxembourg,Export,232,2015
620,Portugal,233,Estonia,Export,232,2015
320,Guatemala,780,Trinidad and Tobago,Export,231,2015
792,Turkey,496,Mongolia,Export,231,2015
757,Switzerland,24,Angola,Export,231,2015
100,Bulgaria,233,Estonia,Export,231,2015
392,Japan,531,Cura神ao,Export,230,2015
276,Germany,292,Gibraltar,Export,230,2015
579,Norway,100,Bulgaria,Export,230,2015
36,Australia,170,Colombia,Export,230,2015
604,Peru,558,Nicaragua,Export,229,2015
124,Canada,428,Latvia,Export,229,2015
381,Italy,690,Seychelles,Export,229,2015
196,Cyprus,752,Sweden,Export,229,2015
381,Italy,762,Tajikistan,Export,228,2015
352,Iceland,752,Sweden,Export,228,2015
381,Italy,417,Kyrgyzstan,Export,228,2015
392,Japan,417,Kyrgyzstan,Export,228,2015
276,Germany,577,"Other Africa, nes",Export,228,2015
757,Switzerland,136,Cayman Isds,Export,227,2015
196,Cyprus,203,Czech Rep.,Export,227,2015
842,USA,882,Samoa,Export,227,2015
124,Canada,434,Libya,Export,227,2015
381,Italy,740,Suriname,Export,226,2015
458,Malaysia,800,Uganda,Export,226,2015
792,Turkey,332,Haiti,Export,226,2015
757,Switzerland,204,Benin,Export,226,2015
251,France,728,South Sudan,Export,226,2015
752,Sweden,268,Georgia,Export,225,2015
620,Portugal,512,Oman,Export,225,2015
484,Mexico,586,Pakistan,Export,225,2015
233,Estonia,860,Uzbekistan,Export,225,2015
344,"China, Hong Kong SAR",418,Lao People's Dem. Rep.,Export,224,2015
757,Switzerland,192,Cuba,Export,224,2015
246,Finland,44,Bahamas,Export,223,2015
826,United Kingdom,51,Armenia,Export,223,2015
124,Canada,68,Bolivia (Plurinational State of),Export,223,2015
276,Germany,454,Malawi,Export,223,2015
826,United Kingdom,662,Saint Lucia,Export,222,2015
320,Guatemala,251,France,Export,222,2015
579,Norway,688,Serbia,Export,222,2015
554,New Zealand,24,Angola,Export,222,2015
440,Lithuania,191,Croatia,Export,222,2015
458,Malaysia,899,"Areas, nes",Export,221,2015
792,Turkey,800,Uganda,Export,221,2015
124,Canada,178,Congo,Export,221,2015
348,Hungary,512,Oman,Export,220,2015
381,Italy,258,French Polynesia,Export,220,2015
344,"China, Hong Kong SAR",384,C衰te d'Ivoire,Export,220,2015
344,"China, Hong Kong SAR",178,Congo,Export,220,2015
591,Panama,699,India,Export,220,2015
752,Sweden,434,Libya,Export,220,2015
642,Romania,586,Pakistan,Export,219,2015
222,El Salvador,392,Japan,Export,219,2015
604,Peru,533,Aruba,Export,219,2015
554,New Zealand,320,Guatemala,Export,219,2015
554,New Zealand,376,Israel,Export,219,2015
620,Portugal,428,Latvia,Export,219,2015
620,Portugal,804,Ukraine,Export,218,2015
320,Guatemala,192,Cuba,Export,218,2015
208,Denmark,231,Ethiopia,Export,218,2015
196,Cyprus,528,Netherlands,Export,218,2015
620,Portugal,434,Libya,Export,218,2015
233,Estonia,372,Ireland,Export,217,2015
642,Romania,442,Luxembourg,Export,217,2015
792,Turkey,854,Burkina Faso,Export,217,2015
703,Slovakia,634,Qatar,Export,217,2015
344,"China, Hong Kong SAR",96,Brunei Darussalam,Export,217,2015
208,Denmark,178,Congo,Export,217,2015
752,Sweden,577,"Other Africa, nes",Export,216,2015
757,Switzerland,562,Niger,Export,216,2015
620,Portugal,364,Iran,Export,216,2015
372,Ireland,788,Tunisia,Export,216,2015
724,Spain,795,Turkmenistan,Export,216,2015
620,Portugal,360,Indonesia,Export,216,2015
381,Italy,716,Zimbabwe,Export,216,2015
208,Denmark,48,Bahrain,Export,215,2015
792,Turkey,670,Saint Vincent and the Grenadines,Export,215,2015
554,New Zealand,120,Cameroon,Export,215,2015
554,New Zealand,440,Lithuania,Export,215,2015
100,Bulgaria,51,Armenia,Export,214,2015
344,"China, Hong Kong SAR",860,Uzbekistan,Export,214,2015
300,Greece,231,Ethiopia,Export,214,2015
352,Iceland,616,Poland,Export,214,2015
616,Poland,499,Montenegro,Export,214,2015
251,France,674,San Marino,Export,214,2015
124,Canada,800,Uganda,Export,214,2015
440,Lithuania,484,Mexico,Export,213,2015
372,Ireland,780,Trinidad and Tobago,Export,213,2015
752,Sweden,854,Burkina Faso,Export,213,2015
191,Croatia,246,Finland,Export,213,2015
579,Norway,442,Luxembourg,Export,213,2015
442,Luxembourg,36,Australia,Export,212,2015
191,Croatia,512,Oman,Export,212,2015
124,Canada,180,Dem. Rep. of the Congo,Export,212,2015
724,Spain,262,Djibouti,Export,212,2015
604,Peru,408,Dem. People's Rep. of Korea,Export,212,2015
246,Finland,591,Panama,Export,212,2015
392,Japan,583,FS Micronesia,Export,212,2015
484,Mexico,288,Ghana,Export,211,2015
233,Estonia,100,Bulgaria,Export,210,2015
705,Slovenia,498,Rep. of Moldova,Export,210,2015
372,Ireland,858,Uruguay,Export,210,2015
724,Spain,51,Armenia,Export,210,2015
352,Iceland,792,Turkey,Export,210,2015
616,Poland,292,Gibraltar,Export,210,2015
276,Germany,52,Barbados,Export,209,2015
620,Portugal,554,New Zealand,Export,209,2015
276,Germany,262,Djibouti,Export,209,2015
191,Croatia,422,Lebanon,Export,209,2015
208,Denmark,218,Ecuador,Export,208,2015
246,Finland,862,Venezuela,Export,208,2015
222,El Salvador,554,New Zealand,Export,208,2015
381,Italy,140,Central African Rep.,Export,208,2015
233,Estonia,344,"China, Hong Kong SAR",Export,208,2015
554,New Zealand,90,Solomon Isds,Export,207,2015
484,Mexico,191,Croatia,Export,207,2015
440,Lithuania,818,Egypt,Export,207,2015
344,"China, Hong Kong SAR",527,"Oceania, nes",Export,207,2015
124,Canada,116,Cambodia,Export,206,2015
36,Australia,626,Timor-Leste,Export,206,2015
620,Portugal,577,"Other Africa, nes",Export,206,2015
320,Guatemala,36,Australia,Export,206,2015
320,Guatemala,768,Togo,Export,205,2015
124,Canada,705,Slovenia,Export,205,2015
203,Czech Rep.,795,Turkmenistan,Export,205,2015
703,Slovakia,364,Iran,Export,205,2015
36,Australia,296,Kiribati,Export,205,2015
251,France,524,Nepal,Export,205,2015
251,France,454,Malawi,Export,204,2015
191,Croatia,434,Libya,Export,204,2015
620,Portugal,591,Panama,Export,204,2015
203,Czech Rep.,404,Kenya,Export,204,2015
276,Germany,148,Chad,Export,203,2015
344,"China, Hong Kong SAR",470,Malta,Export,203,2015
246,Finland,48,Bahrain,Export,202,2015
579,Norway,180,Dem. Rep. of the Congo,Export,202,2015
36,Australia,418,Lao People's Dem. Rep.,Export,201,2015
604,Peru,784,United Arab Emirates,Export,201,2015
124,Canada,328,Guyana,Export,201,2015
348,Hungary,404,Kenya,Export,201,2015
251,France,417,Kyrgyzstan,Export,201,2015
320,Guatemala,76,Brazil,Export,201,2015
616,Poland,478,Mauritania,Export,200,2015
36,Australia,162,Christmas Isds,Export,199,2015
616,Poland,508,Mozambique,Export,199,2015
705,Slovenia,704,Viet Nam,Export,199,2015
233,Estonia,196,Cyprus,Export,199,2015
381,Italy,562,Niger,Export,199,2015
458,Malaysia,388,Jamaica,Export,198,2015
348,Hungary,470,Malta,Export,198,2015
100,Bulgaria,499,Montenegro,Export,198,2015
616,Poland,48,Bahrain,Export,198,2015
233,Estonia,703,Slovakia,Export,198,2015
620,Portugal,634,Qatar,Export,197,2015
703,Slovakia,360,Indonesia,Export,197,2015
392,Japan,637,"North America and Central America, nes",Export,197,2015
208,Denmark,31,Azerbaijan,Export,197,2015
392,Japan,562,Niger,Export,196,2015
826,United Kingdom,740,Suriname,Export,196,2015
757,Switzerland,834,United Rep. of Tanzania,Export,196,2015
458,Malaysia,434,Libya,Export,196,2015
203,Czech Rep.,384,C衰te d'Ivoire,Export,196,2015
484,Mexico,422,Lebanon,Export,195,2015
124,Canada,242,Fiji,Export,195,2015
554,New Zealand,887,Yemen,Export,195,2015
381,Italy,646,Rwanda,Export,194,2015
620,Portugal,704,Viet Nam,Export,194,2015
191,Croatia,699,India,Export,194,2015
757,Switzerland,768,Togo,Export,194,2015
757,Switzerland,760,Syria,Export,193,2015
381,Italy,232,Eritrea,Export,193,2015
757,Switzerland,534,Saint Maarten,Export,192,2015
554,New Zealand,104,Myanmar,Export,192,2015
